-77.03003732572472,38.886724312106487,159,US Department of Agriculture,1400 INDEPENDENCE AVENUE SW,397394.16,135431.16,291739,386,INDOOR+OUTDOOR,2
-76.984997917195969,38.942019931312892,160,Brookland Education Campus @ Bunker Hill,1401 MICHIGAN AVENUE NE,401300.77,141569.11,286131,28,INDOOR,1
-76.986866909749239,38.929613383816886,161,Mary McLeod Bethune Day Academy PCS,1404 JACKSON STREET NE,401138.94,140191.85,294522,259,OUTDOOR,1
-77.033154805846493,38.925726293820205,162,Community of Hope,1413 GIRARD STREET NW,397125.26,139760.79,234321,67,OUTDOOR,1
-77.033099181621438,38.907507945683328,163,James Apartments,1425 N STREET NW,397129.35,137738.4,240239,221,OUTDOOR,1
-76.985109968389054,38.877723251535521,164,Hopkins Apartments,1430 L STREET SE,401292.22,134431.65,63579,208,OUTDOOR,1
-77.035092356901686,38.92760107947047,165,Apartments,1475 COLUMBIA ROAD NW,396957.33,139968.97,234372,8,OUTDOOR,1
-77.035097540850799,38.925246483920432,166,Columbia Heights Community Center,1480 GIRARD STREET NW,396956.78,139707.59,284045,62,INDOOR,1
-76.98356673316863,38.863107084506076,167,UHC - Anacostia,1500 GALEN STREET SE,401426.42,132809.17,277592,375,OUTDOOR,1
-77.024884758470847,38.910626151177418,168,Seaton Elementary School,1503 10TH STREET NW,397841.92,138084.32,279203,333,INDOOR,1
-76.983306833467083,38.889533272672431,169,Center City PCS - Capitol Hill Campus,1503 EAST CAPITOL STREET SE,401448.44,135742.68,295125,46,OUTDOOR,1
-77.004124724810339,38.915227575952777,170,McKinley Technology High School / CCDC,151 T STREET NE,399642.48,138594.83,296345,264,INDOOR,1
-76.982945853834337,38.885547642819461,171,Engine 8 Station,1520 C STREET SE,401479.84,135300.25,289723,162,INDOOR,1
-76.981253592330461,38.846194308105964,172,Parklands-Turner Neighborhood Library,1547 ALABAMA AVENUE SE,401627.56,130931.77,304504,303,INDOOR+OUTDOOR,2
-76.949712650096345,38.886034695262502,173,DCHA - Stoddert / Ft Dupont,155 RIDGE ROAD SE,404363.17,135355.38,286318,94,OUTDOOR,1
-77.066804852018905,38.910109468909624,174,Volta Park Recreation Center,1555 34TH STREET NW,394206.11,138028.79,279236,388,INDOOR,1
-76.982945956678179,38.856663450724248,175,Moten Elementary School,1565 MORRIS ROAD SE,401480.43,132093.89,294524,267,INDOOR,1
-76.983079530504611,38.870091507625659,176,Anacostia High School,1601 16TH STREET SE,401468.56,133584.5,155922,4,INDOOR,1
-77.037527824659335,38.91730425869698,177,Engine 9 Station,1617 U STREET NW,396745.68,138826.02,241846,163,INDOOR+OUTDOOR,2
-77.037973109635686,38.917875062934179,178,Third District (3D),1620 V STREET NW,396707.09,138889.4,241847,360,OUTDOOR,1
-77.037623039459959,38.910032426794764,179,Stead Recreation Center,1625 P STREET NW,396737.09,138018.79,295822,350,INDOOR,1
-76.981056828015213,38.866208121718181,180,Bread for the City SE,1640 GOOD HOPE ROAD SE,401644.18,133153.45,286380,24,OUTDOOR,1
-76.98070964609343,38.865788633140163,181,UPO,1649 GOOD HOPE ROAD SE,401674.32,133106.89,286385,382,OUTDOOR,1
-76.96435855383109,38.870099185756025,182,Randle Highlands Elementary School,1650 30TH STREET SE,403093.17,133585.82,156337,319,INDOOR,1
-77.012930007247832,38.813546882082321,183,MPD Evidence Warehouse,17 DC VILLAGE LANE SW,398877.24,127307.6,307895,270,INDOOR+OUTDOOR,2
-76.979686569941848,38.890410115128155,184,Eastern High School,1700 EAST CAPITOL STREET NE,401762.5,135840.08,289529,127,INDOOR,1
-76.980173580270915,38.871293852901388,185,Kramer Middle School,1700 Q STREET SE,401720.71,133718.02,289467,239,INDOOR,1
-77.031702087418921,38.912784790664112,186,Whitman Walker Elizabeth Taylor Clinic,1701 14TH STREET NW,397250.73,138324.13,238070,397,OUTDOOR,1
-77.022598137217145,38.912781321047291,187,Metro Station Shaw - Howard University,1701 8TH STREET NW,398040.3,138323.51,294837,265,INDOOR+OUTDOOR,2
-76.979136311398634,38.897819402449734,188,Rosedale Recreation Center and Library,1701 GALES STREET NE,401810.05,136662.58,307101,328,INDOOR,1
-77.006778226884578,38.913510553189006,189,Emery Education Campus,1720 1ST STREET NE,399412.34,138404.24,294527,132,INDOOR,1
-77.008692809883001,38.868759074975678,190,MPD Air Support Branch,1724 SOUTH CAPITOL STREET SE,399245.82,133436.49,277757,268,OUTDOOR,1
-76.981152150386393,38.913224296370181,191,DPW,1725 15TH STREET NE,401634.83,138372.61,301201,115,INDOOR,1
-77.039664441341188,38.912398603594021,192,Ross Elementary School,1730 R STREET NW,396560.15,138281.53,241714,329,INDOOR,1
-77.007870437695601,38.913993511783154,193,Harry Thomas Sr. Recreation Center,1743 LINCOLN ROAD NE,399317.62,138457.86,296786,195,INDOOR,1
-77.040555742301137,38.934325816193429,194,Bancroft Elementary School / Briya PCS - Newton Rd,1755 NEWTON STREET NW,396483.93,140715.67,294528,14,INDOOR,1
-77.042217753559143,38.92477893887574,195,Engine 21 Station,1763 LANIER PLACE NW,396339.34,139655.95,236004,145,INDOOR,1
-76.979269681000417,38.92363301318165,196,Interim Woodridge Library,1790 DOUGLAS STREET NE,401797.83,139528.1,311199,218,INDOOR,1
